Age,Gender,Exercise Level,Diet Type,Sleep Hours,Work Hours per Week,Screen Time per Day (Hours),Social Interaction Score,Happiness Score,Stress Level
25,Female,Low,Vegan,3.6,31,2.5,7.1,9.6,Moderate
62,Female,Moderate,Vegan,3.9,21,5.6,2.9,6.3,Low
40,Female,Low,Balanced,8.4,56,7.1,1.4,6.6,High
64,Other,Moderate,Junk Food,5.0,23,2.3,2.3,4.9,High
57,Male,Moderate,Junk Food,5.1,53,6.8,9.7,4.1,Moderate
29,Female,Low,Balanced,5.7,42,4.4,5.2,2.9,Moderate
29,Other,High,Vegetarian,5.0,32,3.0,8.7,6.4,Moderate
63,Female,High,Balanced,7.3,26,3.1,5.2,9.6,High
64,Male,Moderate,Vegan,4.7,51,7.5,6.9,4.2,Moderate
32,Female,High,Balanced,3.6,42,2.7,1.2,8.9,Low
58,Male,High,Vegan,8.2,27,7.2,3.2,2.3,Moderate
36,Female,Low,Keto,4.8,56,5.3,4.9,9.4,Moderate
43,Male,Moderate,Vegan,5.4,53,2.2,6.7,4.2,High
46,Female,Moderate,Junk Food,7.7,48,4.8,2.5,4.4,Low
39,Male,Low,Balanced,6.6,56,6.9,7.9,5.2,High
57,Female,High,Vegan,8.2,42,6.4,4.3,7.5,Low
38,Female,Moderate,Vegetarian,7.8,57,4.9,8.4,7.5,Low
55,Other,High,Keto,5.8,48,7.2,1.9,5.3,Moderate
37,Other,Moderate,Vegetarian,8.0,24,2.7,7.1,5.7,Moderate
46,Male,Moderate,Vegetarian,6.8,59,7.5,3.6,1.3,High
21,Female,Moderate,Vegetarian,5.6,30,7.1,8.2,3.7,High
24,Male,Moderate,Keto,6.9,33,6.2,4.6,4.1,High
45,Other,High,Keto,4.5,21,6.9,7.0,6.0,Low
45,Male,High,Keto,7.8,54,5.3,9.4,6.0,High
21,Male,High,Keto,7.6,54,6.1,1.2,7.4,Low
39,Other,High,Vegetarian,6.7,47,5.4,1.1,7.5,Low
29,Female,Low,Junk Food,3.6,27,4.1,7.9,3.1,Low
62,Male,Moderate,Junk Food,8.2,51,5.4,6.8,7.9,Low
20,Other,Moderate,Keto,7.2,23,3.5,3.6,1.2,Low
39,Female,Moderate,Balanced,6.5,26,4.6,5.4,7.4,Moderate
61,Other,Low,Vegan,6.2,58,3.7,1.4,1.9,Low
19,Male,High,Balanced,5.7,46,2.7,2.7,7.6,Low
41,Female,Moderate,Balanced,6.0,56,3.9,4.8,5.7,Moderate
51,Female,High,Balanced,7.7,36,7.1,8.5,4.9,Moderate
44,Other,High,Junk Food,5.7,29,4.3,5.3,7.2,Moderate
58,Other,Low,Vegan,6.1,23,6.5,6.3,1.3,High
18,Other,Low,Balanced,6.3,42,3.1,8.9,3.0,High
25,Female,High,Keto,6.3,33,4.5,3.8,6.5,Low
40,Female,Moderate,Junk Food,5.6,24,2.7,7.3,8.6,Low
55,Male,Moderate,Keto,6.2,21,2.8,8.8,4.4,Low
23,Female,Low,Keto,7.0,43,5.7,2.8,3.3,Low
39,Male,Low,Balanced,5.1,37,5.6,4.2,5.7,Moderate
42,Other,Low,Keto,6.3,46,3.3,9.8,6.6,High
35,Other,Low,Vegan,9.4,43,4.8,9.8,4.8,Moderate
34,Female,Low,Keto,6.4,48,7.2,3.0,8.9,High
29,Other,Low,Balanced,5.1,30,3.0,1.6,5.7,Moderate
23,Other,Low,Keto,4.9,37,2.1,3.4,1.3,Low
43,Female,Moderate,Junk Food,4.6,23,5.9,4.6,3.0,High
44,Male,Low,Junk Food,8.9,52,2.3,5.0,5.1,Low
25,Female,Low,Junk Food,8.0,33,7.9,6.6,7.3,High
36,Male,Moderate,Vegetarian,4.6,51,5.7,9.1,3.0,High
59,Female,Moderate,Junk Food,6.8,23,4.8,4.0,9.8,Low
18,Female,High,Junk Food,8.3,39,4.6,8.6,3.9,Low
46,Other,Low,Vegetarian,6.4,40,5.4,1.8,5.8,Low
62,Female,Low,Junk Food,5.8,22,2.5,1.4,1.2,Moderate
52,Female,Low,Balanced,9.9,44,7.6,5.5,9.0,High
57,Male,Low,Junk Food,3.6,23,5.8,1.5,8.1,High
31,Other,High,Junk Food,10.4,30,3.1,4.5,2.8,High
52,Male,Moderate,Vegetarian,6.6,35,5.4,9.1,9.4,Low
62,Male,Moderate,Balanced,8.4,55,2.8,3.2,3.8,High
37,Other,Low,Keto,4.7,25,2.1,7.4,7.2,High
30,Other,Low,Vegan,5.4,50,5.8,3.7,8.4,Low
55,Other,Low,Balanced,4.9,59,5.9,1.4,7.7,Low
63,Female,High,Keto,6.3,32,5.5,6.0,9.3,High
25,Other,High,Balanced,7.0,42,3.1,8.5,8.8,Moderate
60,Other,Moderate,Keto,8.1,23,5.6,4.7,10.0,Low
37,Other,Low,Keto,3.9,56,2.3,6.6,2.6,Moderate
50,Male,Low,Balanced,6.7,56,5.7,9.1,3.7,Moderate
43,Male,Low,Vegetarian,7.8,52,5.3,8.1,6.7,Moderate
56,Female,Low,Balanced,8.1,48,5.9,2.7,7.6,Moderate
38,Male,High,Balanced,5.8,56,7.4,7.6,5.8,Low
59,Female,Moderate,Keto,5.9,38,7.1,5.5,1.7,High
60,Male,Moderate,Vegan,6.4,39,7.9,7.7,8.6,High
58,Other,High,Keto,6.8,51,7.9,5.5,9.6,Low
26,Male,Low,Junk Food,8.5,35,6.6,2.2,4.6,Low
41,Female,Moderate,Balanced,4.7,24,7.7,6.1,3.0,Moderate
54,Male,Moderate,Balanced,5.3,31,7.2,5.4,1.2,Moderate
58,Other,High,Vegetarian,4.5,40,6.4,5.7,3.1,Low
34,Female,Low,Keto,7.1,33,2.5,8.9,7.3,High
41,Other,Moderate,Vegetarian,8.2,56,2.3,9.1,9.2,Moderate
38,Other,Low,Balanced,4.4,41,7.0,5.1,1.8,Low
56,Female,Moderate,Keto,6.6,49,4.9,5.1,6.0,Low
58,Other,High,Keto,8.0,42,6.9,5.6,7.3,Low
56,Other,Low,Junk Food,7.7,24,3.9,5.7,3.5,Moderate
30,Male,High,Junk Food,7.7,48,4.4,9.6,6.1,Low
28,Other,Moderate,Vegan,4.7,49,6.2,6.8,7.4,High
63,Other,High,Junk Food,7.7,37,7.5,3.5,8.5,Low
36,Other,High,Keto,6.2,20,2.5,5.8,5.1,Moderate
28,Other,High,Junk Food,8.1,58,7.2,6.6,7.7,High
30,Female,Moderate,Vegan,7.2,36,6.8,6.8,3.7,High
63,Male,Low,Balanced,5.3,22,3.9,6.3,2.9,Low
62,Other,High,Junk Food,6.9,26,4.1,2.6,2.7,Low
18,Other,Low,Keto,7.7,46,2.3,1.3,4.2,High
57,Female,Moderate,Balanced,5.7,47,2.1,4.0,1.3,Low
61,Other,Low,Keto,6.7,50,4.9,4.8,3.5,Moderate
36,Female,High,Balanced,4.5,34,2.6,1.6,6.9,High
29,Male,High,Keto,7.3,27,3.2,8.3,6.8,Low
25,Male,High,Junk Food,6.4,25,7.1,4.1,1.7,High
25,Other,High,Junk Food,7.9,47,5.4,9.2,3.6,Low
62,Other,High,Vegan,7.3,23,5.8,2.4,6.1,Low
29,Other,High,Balanced,5.9,49,3.1,1.5,3.9,Moderate
50,Female,Moderate,Vegan,5.2,36,7.0,5.3,4.8,Low
62,Other,Moderate,Vegetarian,4.9,53,7.2,2.7,7.4,Low
43,Other,Moderate,Junk Food,5.7,25,5.1,9.4,1.1,Low
56,Male,Low,Balanced,7.8,55,7.5,1.1,3.5,Moderate
45,Other,Low,Vegan,3.9,54,7.1,4.7,2.3,Low
22,Male,Moderate,Vegan,4.9,58,6.4,9.3,2.1,Low
25,Other,Low,Vegetarian,7.8,58,6.4,4.5,9.6,Low
42,Male,Low,Vegan,8.5,35,2.6,1.8,4.4,High
44,Other,High,Keto,5.0,21,3.6,3.7,5.7,Moderate
63,Male,High,Junk Food,4.9,27,2.4,5.5,7.6,High
40,Female,Low,Vegan,8.6,34,2.1,2.7,1.4,Moderate
47,Male,Low,Vegan,6.3,46,2.9,5.2,3.2,Moderate
62,Male,Moderate,Vegetarian,5.2,35,7.3,8.5,8.5,High
64,Male,Low,Keto,8.1,20,3.4,8.9,8.8,Moderate
40,Other,High,Vegan,7.3,29,7.8,1.4,4.4,Moderate
64,Other,Low,Junk Food,7.6,26,5.6,2.4,4.4,High
37,Other,Moderate,Junk Food,5.2,29,3.4,3.5,7.8,Low
35,Female,High,Vegan,7.1,31,5.0,6.4,3.7,Moderate
35,Female,High,Keto,8.4,36,3.3,4.2,2.1,High
19,Male,High,Junk Food,7.5,31,7.9,8.6,3.3,Moderate
21,Female,High,Junk Food,7.9,34,7.1,7.5,4.5,High
47,Male,Low,Keto,8.6,51,2.2,1.9,1.5,Low
50,Male,Moderate,Keto,7.1,51,7.7,6.6,5.3,Moderate
53,Male,Low,Vegan,5.7,45,6.3,2.0,7.7,Low
35,Female,Low,Balanced,7.8,33,2.5,3.3,5.6,Low
54,Other,High,Vegetarian,4.8,45,6.0,2.6,1.6,High
36,Female,Moderate,Balanced,6.2,24,5.9,2.6,5.0,Moderate
64,Male,High,Balanced,7.4,57,3.3,6.5,7.4,Moderate
45,Male,Low,Junk Food,1.7,23,6.6,6.1,1.5,Moderate
57,Female,Low,Keto,6.9,47,2.5,2.6,1.5,Moderate
37,Male,High,Junk Food,6.9,20,4.9,9.9,4.3,Moderate
50,Male,Low,Vegetarian,4.8,32,2.1,4.8,2.8,High
29,Female,Low,Vegan,7.0,22,7.8,1.9,9.4,Moderate
32,Female,High,Vegetarian,6.8,44,6.5,2.1,6.2,Low
58,Female,Low,Junk Food,6.6,35,3.0,6.3,3.6,Low
56,Male,Moderate,Junk Food,8.3,40,4.1,9.8,7.3,Moderate
19,Male,High,Junk Food,7.8,32,3.0,6.1,4.4,High
46,Other,Moderate,Junk Food,7.5,55,6.6,9.5,2.2,High
58,Other,Low,Balanced,5.0,27,2.4,5.0,3.1,Moderate
27,Female,Low,Vegan,6.5,38,7.0,4.9,6.8,Low
19,Other,High,Balanced,8.3,35,7.7,5.5,1.5,Moderate
28,Male,Low,Junk Food,6.2,31,6.1,7.3,3.5,Moderate
30,Other,High,Keto,8.8,39,3.3,4.3,2.9,Moderate
27,Male,High,Balanced,7.5,37,4.2,8.8,2.8,High
31,Female,High,Junk Food,9.1,31,4.9,1.3,7.1,High
35,Female,High,Junk Food,4.9,44,5.6,5.0,8.4,Low
26,Male,High,Vegan,6.3,30,6.0,5.6,7.4,Low
56,Other,Moderate,Vegetarian,6.4,41,5.3,6.5,6.8,Moderate
45,Female,High,Balanced,7.4,53,4.1,3.5,9.2,Low
20,Female,Moderate,Balanced,5.4,32,7.3,4.8,1.5,Moderate
37,Other,Low,Balanced,4.1,57,2.5,5.4,2.5,Low
23,Other,High,Junk Food,7.1,31,4.8,7.2,4.7,Moderate
44,Male,Low,Vegan,6.0,58,6.7,8.0,4.4,High
19,Other,High,Junk Food,5.8,55,2.4,7.6,4.8,Moderate
46,Other,Moderate,Junk Food,5.5,47,6.2,4.1,2.9,High
55,Other,Moderate,Keto,6.7,46,6.9,10.0,2.3,High
20,Male,Moderate,Vegan,4.9,58,6.0,8.6,5.6,Low
33,Male,Low,Balanced,6.2,32,2.1,3.3,9.4,Low
47,Female,High,Vegetarian,5.3,59,3.1,2.8,4.5,High
57,Male,Low,Balanced,5.6,46,4.1,3.8,1.4,Moderate
19,Female,Moderate,Junk Food,7.0,50,3.4,5.1,7.4,Moderate
34,Other,Low,Vegan,7.5,21,7.8,8.7,3.6,Low
58,Female,Moderate,Vegan,6.0,37,5.9,8.0,3.2,Moderate
29,Female,Moderate,Vegan,8.0,45,3.8,8.7,3.9,Moderate
52,Other,Moderate,Keto,5.0,50,7.6,3.4,7.5,Moderate
60,Female,High,Balanced,4.2,57,6.4,6.3,8.4,High
18,Male,High,Keto,4.5,41,3.7,3.5,6.3,High
62,Male,Moderate,Vegetarian,4.9,55,4.3,2.0,3.9,Moderate
32,Male,Low,Junk Food,4.5,38,3.2,7.2,3.8,Low
43,Male,Low,Keto,9.5,33,7.8,2.3,2.1,Moderate
54,Female,High,Keto,4.2,33,5.1,7.0,9.4,Low
38,Female,Moderate,Junk Food,7.9,48,7.4,6.8,6.7,High
48,Other,Low,Vegan,6.5,36,4.1,8.3,1.2,Moderate
42,Female,Moderate,Junk Food,6.8,56,7.2,2.3,7.0,Moderate
40,Female,Low,Balanced,5.1,28,2.3,8.1,5.0,Low
41,Female,High,Junk Food,7.0,20,7.9,10.0,9.8,Low
55,Other,Moderate,Vegan,5.1,23,7.5,8.7,8.4,Moderate
45,Male,Moderate,Junk Food,7.9,26,4.2,7.8,2.5,Moderate
38,Female,Low,Keto,8.0,30,6.6,7.0,7.5,Low
60,Other,Low,Vegetarian,6.3,33,6.5,4.8,5.4,High
35,Other,Low,Keto,6.4,38,7.4,7.6,2.7,Low
53,Other,Moderate,Vegetarian,7.1,59,3.8,7.5,7.3,Moderate
52,Male,High,Junk Food,7.1,22,4.8,6.7,5.9,High
62,Female,High,Balanced,8.0,27,7.2,8.2,1.3,High
26,Other,Low,Junk Food,8.0,48,6.7,5.0,6.8,High
55,Male,High,Vegan,6.5,56,4.4,2.1,6.7,High
47,Other,Low,Junk Food,5.8,28,7.1,6.0,2.3,Moderate
61,Other,High,Vegetarian,7.7,38,2.3,3.4,4.1,High
51,Other,Moderate,Keto,6.3,31,6.7,4.5,6.3,Low
49,Other,Low,Balanced,6.7,46,3.2,1.2,2.2,Low
20,Other,High,Junk Food,7.3,56,3.7,4.4,8.7,Low
20,Male,Moderate,Junk Food,8.0,44,5.0,8.3,1.2,Moderate
45,Female,High,Keto,6.9,57,4.7,5.9,1.9,High
61,Female,Moderate,Balanced,5.6,36,5.1,1.1,2.0,Low
32,Female,Moderate,Junk Food,9.2,52,5.3,5.2,5.8,Low
58,Female,High,Junk Food,8.8,58,4.0,3.6,6.6,Low
40,Male,High,Vegetarian,5.0,33,3.1,5.3,4.6,High
57,Male,Moderate,Vegetarian,5.1,47,6.6,4.6,3.6,Low
28,Male,Moderate,Vegan,5.3,37,4.4,9.4,8.3,High
49,Other,Moderate,Keto,7.8,52,5.0,1.4,1.6,High
53,Other,Low,Balanced,9.3,34,5.9,7.2,3.5,High
50,Other,Moderate,Junk Food,5.7,30,7.5,8.7,1.4,Moderate
41,Female,Low,Junk Food,6.8,55,6.2,9.6,1.1,Moderate
56,Other,Moderate,Vegan,5.4,34,2.3,2.6,4.2,High
51,Female,Low,Junk Food,9.1,49,7.0,5.8,2.8,High
45,Other,Moderate,Keto,7.7,34,7.9,1.4,3.4,Moderate
54,Female,Moderate,Vegan,5.3,42,4.8,5.5,8.4,Moderate
24,Other,Moderate,Keto,3.3,34,7.8,2.1,2.5,High
21,Other,High,Vegan,8.1,48,5.3,8.5,8.0,Moderate
54,Male,High,Junk Food,5.6,30,4.8,2.0,7.1,Low
18,Other,Moderate,Vegan,7.8,37,4.0,5.6,3.9,High
18,Other,Low,Vegetarian,6.9,59,5.9,5.7,5.9,High
64,Male,Low,Balanced,3.7,50,3.4,9.7,5.0,Moderate
37,Female,Moderate,Junk Food,5.3,28,2.6,6.9,2.2,Low
36,Male,High,Balanced,6.0,41,2.2,3.6,9.2,Moderate
46,Male,Low,Junk Food,5.5,30,3.8,3.2,6.1,Low
27,Female,High,Balanced,6.7,36,4.4,2.2,8.9,Low
35,Other,Low,Vegetarian,7.1,52,5.3,7.8,8.4,High
45,Female,Moderate,Balanced,9.2,30,3.8,7.2,1.7,Low
52,Other,High,Vegan,7.2,58,7.9,6.5,2.9,High
60,Other,Low,Balanced,8.7,27,3.8,1.4,2.3,Low
64,Female,Moderate,Junk Food,5.8,23,4.6,7.9,8.5,High
48,Male,Moderate,Keto,8.2,55,2.6,6.8,8.8,Low
44,Female,Moderate,Balanced,5.9,38,3.6,9.7,5.8,Moderate
28,Other,High,Balanced,5.1,43,2.3,6.3,1.9,Low
55,Female,High,Balanced,5.1,37,5.4,3.7,2.2,Moderate
22,Female,Moderate,Junk Food,2.5,52,6.5,4.4,8.3,Low
25,Other,High,Balanced,7.8,55,3.2,2.6,9.4,Low
51,Male,Low,Junk Food,4.6,29,4.2,7.5,2.8,High
29,Female,Moderate,Junk Food,8.6,33,2.1,7.4,1.1,Low
55,Other,Moderate,Keto,6.2,26,7.0,2.8,4.0,Low
18,Other,High,Vegan,4.2,31,6.7,2.4,1.3,Low
48,Female,Moderate,Junk Food,4.8,41,2.4,1.7,8.5,Moderate
21,Male,Low,Vegetarian,6.8,46,4.2,9.2,5.4,High
62,Female,High,Balanced,3.7,56,7.7,3.1,6.8,High
22,Male,High,Vegetarian,7.4,30,4.4,4.1,4.7,Low
47,Male,Moderate,Balanced,4.2,55,5.2,3.5,4.1,Low
41,Male,Moderate,Keto,5.4,32,4.1,4.7,3.0,Moderate
20,Male,Moderate,Junk Food,6.8,51,5.6,7.4,7.9,Low
28,Female,High,Vegan,7.2,27,7.9,8.8,7.3,High
62,Other,Moderate,Junk Food,7.7,26,8.0,2.6,4.2,High
21,Other,Low,Balanced,4.5,36,6.6,7.2,3.9,Moderate
43,Other,Moderate,Vegan,6.0,41,4.4,4.2,1.0,Moderate
44,Other,Moderate,Junk Food,8.1,53,5.0,9.8,1.6,High
63,Other,High,Vegan,6.0,39,4.1,3.7,6.6,Moderate
60,Other,Moderate,Balanced,6.9,27,7.9,1.1,5.6,Low
44,Female,High,Keto,6.7,41,6.2,5.6,4.9,Low
59,Male,Moderate,Keto,8.5,46,4.7,2.4,8.4,Moderate
23,Other,Low,Junk Food,5.8,53,2.1,1.4,5.5,High
32,Female,Low,Vegetarian,4.4,40,5.1,7.3,4.5,Moderate
47,Other,High,Balanced,5.0,34,7.9,7.6,2.5,High
59,Other,High,Junk Food,6.8,24,5.1,5.1,8.4,Moderate
54,Male,Moderate,Junk Food,4.1,57,3.1,7.1,6.2,Moderate
54,Male,Moderate,Keto,5.7,36,2.1,5.8,1.8,Moderate
59,Male,Low,Vegan,6.6,27,4.1,6.7,6.8,Low
54,Other,Moderate,Balanced,5.4,38,7.5,6.4,4.8,Low
52,Other,Low,Vegan,7.0,24,8.0,7.0,8.3,High
40,Other,High,Balanced,7.6,42,7.7,2.8,9.3,Moderate
23,Male,Moderate,Vegetarian,7.2,38,6.4,3.4,6.4,Low
21,Female,High,Keto,4.2,33,5.3,5.0,7.6,Moderate
35,Other,Moderate,Vegetarian,6.6,29,5.5,5.0,1.5,High
26,Other,Low,Junk Food,6.7,50,5.2,8.0,6.0,Low
46,Other,High,Keto,5.9,32,6.2,4.3,7.8,High
30,Female,High,Junk Food,7.0,41,4.5,2.5,5.5,Low
64,Other,Moderate,Vegetarian,6.9,56,6.0,3.3,6.3,Moderate
34,Female,High,Balanced,6.4,58,2.7,2.9,9.1,High
62,Other,Low,Junk Food,5.0,29,3.6,7.6,2.8,Low
49,Female,High,Vegan,6.5,50,7.0,5.2,1.9,Low
39,Other,High,Balanced,9.3,54,7.4,7.4,7.2,Moderate
21,Male,Moderate,Balanced,5.9,32,5.2,4.7,8.4,High
22,Male,High,Vegetarian,8.1,49,2.2,9.0,8.7,High
54,Male,Moderate,Vegetarian,6.6,53,7.6,9.9,6.8,High
58,Male,Moderate,Keto,5.3,55,6.2,7.0,8.5,Moderate
30,Other,High,Keto,6.1,54,4.5,8.8,7.3,Low
51,Male,Low,Vegan,6.5,23,5.6,5.6,1.8,Low
62,Female,Moderate,Balanced,7.5,23,4.6,9.4,7.9,High
39,Male,High,Vegan,10.1,25,4.8,8.5,2.6,Low
40,Male,Moderate,Vegan,6.6,47,7.3,9.9,3.1,High
20,Male,Low,Vegetarian,4.7,49,3.0,6.6,4.6,Moderate
59,Other,Low,Vegan,4.0,46,2.6,8.0,3.8,Moderate
51,Male,Moderate,Vegan,5.9,24,2.0,5.9,3.9,Moderate
49,Female,Low,Junk Food,4.8,58,3.9,3.3,2.5,High
62,Male,High,Keto,7.3,54,2.9,4.2,3.6,Low
38,Male,High,Keto,7.3,58,3.3,9.0,1.2,Moderate
63,Male,Moderate,Balanced,6.3,34,2.1,1.5,5.3,High
61,Female,Low,Keto,7.5,38,3.4,6.3,7.9,High
38,Male,High,Balanced,6.6,49,4.0,4.4,8.8,Moderate
61,Female,High,Junk Food,9.3,57,2.2,4.5,8.4,Moderate
28,Female,High,Keto,7.4,51,5.6,9.0,4.7,Moderate
56,Male,Moderate,Junk Food,7.8,59,5.4,8.7,7.6,Low
21,Female,Moderate,Keto,4.3,48,2.6,6.4,3.6,Low
18,Other,High,Keto,4.7,25,5.6,3.5,1.5,High
45,Male,High,Junk Food,7.2,45,8.0,5.3,7.1,Moderate
41,Male,Low,Vegan,4.2,46,7.7,4.7,6.8,Moderate
52,Female,Low,Vegan,5.6,54,2.0,4.2,8.2,Low
30,Female,Low,Vegan,8.3,47,6.8,1.9,6.5,Moderate
64,Male,Moderate,Vegan,5.5,24,4.1,5.9,2.4,High
51,Other,High,Keto,4.7,35,2.4,3.7,8.7,Moderate
28,Female,Moderate,Vegetarian,7.5,37,3.8,6.9,6.6,Low
53,Female,High,Junk Food,9.6,32,3.9,3.9,8.3,High
34,Other,Low,Vegetarian,5.3,44,5.1,4.9,8.0,High
52,Other,Low,Vegetarian,8.3,29,6.0,1.5,3.7,Moderate
35,Male,Low,Balanced,5.1,48,6.5,9.9,1.7,High
57,Other,Low,Vegan,6.3,29,3.5,5.6,2.6,Moderate
39,Male,High,Keto,6.4,25,3.9,1.2,1.8,Moderate
41,Other,Low,Vegan,5.3,35,3.9,5.9,3.2,Low
36,Female,High,Vegan,7.8,44,4.2,8.8,5.1,High
54,Male,High,Vegetarian,4.2,23,8.0,8.0,9.2,Moderate
56,Male,Moderate,Balanced,6.8,56,6.7,7.3,8.8,Moderate
38,Male,Low,Vegan,8.1,53,7.8,2.3,7.5,Moderate
25,Other,Low,Junk Food,7.7,38,6.2,6.9,1.2,High
45,Female,Moderate,Junk Food,7.2,52,4.4,7.9,4.1,High
22,Male,High,Vegan,8.9,23,4.3,6.2,7.1,High
34,Male,Low,Vegetarian,6.2,53,4.9,9.0,2.2,Moderate
54,Male,High,Vegetarian,4.2,31,4.5,3.5,8.2,High
53,Male,Moderate,Keto,6.7,50,7.0,3.2,9.2,Moderate
36,Female,High,Balanced,6.3,35,4.8,8.8,4.2,High
44,Other,Low,Vegetarian,3.3,21,3.8,6.6,7.4,High
51,Female,High,Keto,4.8,21,6.6,1.0,2.3,Moderate
28,Male,High,Junk Food,4.6,55,7.1,4.2,7.2,High
62,Female,Low,Junk Food,5.3,25,4.5,8.7,1.2,Moderate
64,Male,Low,Junk Food,6.0,42,6.0,1.2,2.4,High
29,Other,High,Vegan,6.0,58,2.4,1.0,7.4,High
38,Other,High,Balanced,5.3,56,5.2,3.5,7.4,High
28,Other,Moderate,Keto,4.6,35,2.3,9.2,6.8,High
56,Male,Low,Balanced,7.1,38,2.2,9.1,5.3,Low
45,Female,High,Vegan,6.7,43,5.7,5.7,7.1,Moderate
22,Other,Low,Keto,6.7,46,3.8,6.0,8.0,Low
34,Male,Moderate,Keto,9.2,26,6.5,4.0,9.7,High
37,Male,High,Vegetarian,6.7,49,7.4,3.2,9.0,High
58,Female,High,Balanced,6.0,33,2.8,8.3,8.2,Moderate
63,Other,High,Balanced,6.3,34,6.3,2.0,7.3,Moderate
29,Male,Low,Vegetarian,6.6,31,5.1,5.4,6.2,Moderate
23,Female,Moderate,Junk Food,7.4,48,2.7,6.7,2.1,Moderate
34,Other,Low,Vegan,6.4,42,5.9,1.9,2.5,High
36,Female,High,Balanced,3.6,32,5.7,5.7,8.4,Moderate
43,Female,Moderate,Vegetarian,5.8,28,5.1,6.2,8.2,Low
61,Male,High,Keto,6.5,43,7.6,7.7,6.5,Moderate
61,Male,High,Vegetarian,8.5,58,5.1,3.1,4.9,Moderate
49,Male,Low,Junk Food,5.3,49,7.9,3.6,1.2,Low
23,Female,High,Vegan,4.0,20,5.1,6.1,3.9,Low
53,Male,Moderate,Junk Food,6.6,29,2.7,9.8,4.8,Low
55,Female,High,Keto,7.8,57,4.8,3.0,5.4,Low
28,Female,High,Keto,5.9,34,3.1,9.9,9.4,Moderate
50,Male,Low,Keto,10.1,28,5.6,7.4,2.0,Low
41,Other,Moderate,Keto,9.7,32,6.2,8.4,5.7,High
40,Other,Low,Vegetarian,6.4,42,4.8,1.8,4.3,Moderate
32,Other,High,Keto,6.8,52,2.6,3.7,9.9,High
44,Female,Low,Keto,8.6,28,4.8,1.5,8.8,Moderate
28,Female,Low,Vegetarian,6.4,22,2.5,4.3,4.9,Moderate
34,Female,Low,Keto,5.3,49,6.1,9.8,10.0,High
31,Male,Low,Junk Food,7.8,28,6.7,1.9,5.6,Low
44,Female,High,Junk Food,7.2,44,7.8,6.1,2.5,Low
35,Male,High,Balanced,5.3,43,2.9,1.1,6.0,High
45,Male,Moderate,Junk Food,6.9,51,5.2,7.4,3.0,Low
64,Other,Low,Vegan,6.3,26,5.4,2.8,6.7,Moderate
64,Other,Low,Vegan,5.9,55,7.5,2.2,9.4,Moderate
21,Other,Moderate,Vegan,5.3,44,5.8,4.0,8.1,Moderate
24,Male,Low,Vegetarian,6.7,39,2.9,7.9,3.5,Low
62,Male,Moderate,Junk Food,6.1,36,4.6,2.0,3.7,Low
52,Male,High,Vegan,6.9,55,5.9,3.1,1.6,High
26,Female,Moderate,Balanced,7.7,45,6.2,1.1,3.6,Moderate
25,Male,Low,Vegetarian,6.8,38,7.2,9.7,1.8,High
62,Other,Moderate,Balanced,6.9,56,3.1,6.3,5.5,Low
34,Other,High,Junk Food,5.7,22,7.7,7.5,7.4,High
34,Male,Low,Keto,8.3,47,2.4,6.9,7.8,Low
50,Male,High,Balanced,5.2,41,7.9,2.3,1.5,Moderate
49,Other,High,Keto,4.1,38,7.1,6.4,4.1,Moderate
25,Male,Moderate,Vegetarian,4.9,35,6.0,2.2,3.6,Low
36,Other,High,Balanced,8.1,25,6.4,4.6,1.9,Low
55,Female,Low,Balanced,7.2,56,2.4,6.1,4.3,Low
20,Other,High,Vegetarian,8.5,50,2.2,6.0,3.7,Moderate
22,Female,High,Vegetarian,4.5,53,2.6,2.1,6.7,Low
30,Male,Moderate,Vegan,10.0,50,2.5,1.3,8.9,Moderate
64,Male,High,Junk Food,6.1,30,5.3,8.2,5.1,High
63,Female,Moderate,Balanced,3.9,55,3.3,7.5,7.7,Moderate
48,Male,Moderate,Balanced,9.8,25,7.2,1.7,2.3,High
33,Female,Low,Vegetarian,4.5,46,4.7,2.1,9.1,Moderate
49,Male,Low,Vegetarian,5.9,26,6.2,9.0,2.4,Moderate
39,Other,Low,Junk Food,6.2,51,5.9,7.9,2.7,Low
46,Male,Low,Vegetarian,7.2,27,3.9,10.0,2.0,Moderate
39,Other,Moderate,Keto,5.3,52,3.5,3.3,3.8,Low
60,Other,High,Keto,8.1,34,4.1,5.4,6.0,Low
20,Female,Low,Keto,7.6,46,6.8,3.1,9.9,Low
27,Male,Low,Keto,6.5,49,5.5,6.6,8.1,Moderate
59,Female,Low,Junk Food,8.5,41,3.5,2.0,4.4,Low
38,Male,High,Balanced,6.4,48,6.9,2.1,6.2,High
33,Other,Low,Keto,6.1,49,2.3,1.6,6.6,High
29,Other,High,Vegetarian,9.5,21,6.2,7.2,8.4,Moderate
19,Male,Moderate,Keto,6.9,34,4.6,5.4,7.6,Low
58,Male,Moderate,Junk Food,5.0,46,6.4,6.6,6.1,High
41,Female,Moderate,Vegetarian,5.2,26,7.6,8.9,7.0,Moderate
52,Male,High,Keto,6.5,46,6.5,7.7,7.7,Moderate
47,Male,Low,Balanced,2.9,40,4.7,5.2,2.2,Moderate
47,Male,Low,Vegetarian,5.6,32,2.9,9.9,2.8,Moderate
64,Female,Low,Vegetarian,6.3,36,6.8,5.1,7.2,Moderate
